sim_time_s,case_id,lat_deg,lon_deg,alt_m,tas_mps,ground_speed_mps,actual_hdg_deg,actual_track_deg,target_hdg_deg,target_track_deg,bank_default_deg,bank_turnphi_deg,bank_limit_deg,observed_heading_rate_deg_s,equivalent_kinematic_bank_deg,active_waypoint_index,active_waypoint_name,active_waypoint_lat_deg,active_waypoint_lon_deg,active_waypoint_distance_m,guidance_distance_before_motion_m,turn_initiation_distance_m,native_turn_radius_m,active_leg_direction_deg,flyby,flyturn,lnav,nominal_corner_distance_m,nominal_endpoint_distance_m,accepted_endpoint_distance_m,outside_corridor,capture_waypoint_name,capture_waypoint_active,accepted_action_index,target_speed_mps,nominal_speed_mps,target_alt_m,target_lane_m,altitude_active,lane_active,nominal_waypoint_index,actual_cross_track_m,lane_error_m,lane_track_error_deg,centerline_distance_m,capture_beyond_leg_end,final_nominal_active,lane_commands,lane_captures,route_rebuilds,on_parallel_segment,arm,aircraft_type,turn,decision_time_s,proposed_action,phase,trigger_has_occurred,active_wp_nominal_mapping,along_first_leg_m,instantaneous_bank_radius_m,active_wp_qdr_deg,swlastwp,native_idxreached,native_turnspd_mps
2.5,refresh-amzn-north-s0-l1,1.1105060647834442e-19,0.0018135940347153514,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4428.337544347144,4453.487147556255,1422.9081332617247,1422.908133261725,90.0,True,False,True,4428.337544347144,6406.798729036742,6406.798729036742,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-1.0869304741795022e-21,-1.0869304741795022e-21,0.0,1.0869304741795022e-21,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,201.6624556531828,1422.908133261725,90.0,False,False,80.66498226127314
2.75,refresh-amzn-north-s0-l1,1.2215566712617886e-19,0.0019949534381868868,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4408.171298781826,4433.298311111232,1422.9081332617247,1422.908133261725,90.0,True,False,True,4408.171298781826,6392.876565247242,6392.876565247242,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-1.1956235209663637e-21,-1.1956235209663637e-21,0.0,1.195623519388642e-21,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,221.8287012185011,1422.908133261725,90.0,False,False,80.66498226127314
3.0,refresh-amzn-north-s0-l1,1.332607277740133e-19,0.002176312841658422,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4388.005053216507,4413.109474666209,1422.9081332617247,1422.908133261725,90.0,True,False,True,4388.005053216507,6378.987769024577,6378.987769024577,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-1.3043165677532252e-21,-1.3043165677532252e-21,0.0,1.3043165677532252e-21,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,241.9949467838194,1422.908133261725,90.0,False,False,80.66498226127314
3.25,refresh-amzn-north-s0-l1,1.4436578842184774e-19,0.002357672245129957,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4367.838807651189,4392.920638221187,1422.9081332617247,1422.908133261725,90.0,True,False,True,4367.838807651189,6365.132558794054,6365.132558794054,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-1.4130096161178085e-21,-1.4130096161178085e-21,0.0,5.684341886080803e-14,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,262.16119234913765,1422.908133261725,90.0,False,False,80.66498226127314
3.5,refresh-amzn-north-s0-l1,1.5547084906968218e-19,0.002539031648601492,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4347.6725620858715,4372.731801776163,1422.9081332617247,1422.908133261725,90.0,True,False,True,4347.6725620858715,6351.311154356427,6351.311154356427,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-1.5217026644823918e-21,-1.5217026644823918e-21,0.0,1.5217026676378355e-21,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,282.3274379144559,1422.908133261725,90.0,False,False,80.66498226127314
3.75,refresh-amzn-north-s0-l1,1.6657590971751662e-19,0.0027203910520730273,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4327.506316520552,4352.542965331139,1422.9081332617247,1422.908133261725,90.0,True,False,True,4327.506316520552,6337.523776891237,6337.523776891237,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-1.630395706536088e-21,-1.630395706536088e-21,0.0,5.684341886080804e-14,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,302.49368347977423,1422.908133261725,90.0,False,False,80.66498226127314
4.0,refresh-amzn-north-s0-l1,1.7768097036535106e-19,0.0029017504555445624,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4307.340070955234,4332.354128886116,1422.9081332617247,1422.908133261725,90.0,True,False,True,4307.340070955234,6323.770648960033,6323.770648960033,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-1.739088758056115e-21,-1.739088758056115e-21,0.0,1.7390887549006712e-21,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,322.6599290450925,1422.908133261725,90.0,False,False,80.66498226127314
4.25,refresh-amzn-north-s0-l1,1.887860310131855e-19,0.0030831098590160975,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4287.173825389917,4312.165292441094,1422.9081332617247,1422.908133261725,90.0,True,False,True,4287.173825389917,6310.0519945094165,6310.0519945094165,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-1.8477818032652545e-21,-1.8477818032652545e-21,0.0,1.847781806420698e-21,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,342.82617461041076,1422.908133261725,90.0,False,False,80.66498226127314
4.5,refresh-amzn-north-s0-l1,1.9989109166101994e-19,0.0032644692624876326,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4267.007579824597,4291.9764559960695,1422.9081332617247,1422.908133261725,90.0,True,False,True,4267.007579824597,6296.368038873946,6296.368038873946,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-1.956474851629838e-21,-1.956474851629838e-21,0.0,5.684341886080805e-14,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,362.992420175729,1422.908133261725,90.0,False,False,80.66498226127314
4.75,refresh-amzn-north-s0-l1,2.1099615230885438e-19,0.0034458286659591678,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4246.841334259279,4271.787619551047,1422.9081332617247,1422.908133261725,90.0,True,False,True,4246.841334259279,6282.71900877889,6282.71900877889,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-2.0651678968389775e-21,-2.0651678968389775e-21,0.0,5.684341886080805e-14,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,383.15866574104734,1422.908133261725,90.0,False,False,80.66498226127314
5.0,refresh-amzn-north-s0-l1,2.2210121295668885e-19,0.003627188069430703,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4226.675088693962,4251.598783106024,1422.9081332617247,1422.908133261725,90.0,True,False,True,4226.675088693962,6269.105132342821,6269.105132342821,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-2.1738609483590045e-21,-2.1738609483590045e-21,0.0,2.173860951514448e-21,False,False,0,0,0,True,refresh,Amzn,north,0.0,null,before_native_first_leg_advance,False,1,403.3249113063656,1422.908133261725,90.0,False,False,80.66498226127314
5.25,refresh-amzn-north-s0-l1,2.332062736045233e-19,0.003808547472902238,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4206.508843128643,4231.409946661001,1422.9081332617247,1422.908133261725,90.0,True,False,True,4206.508843128643,6255.526639080022,6255.526639080022,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-2.2825539967235878e-21,-2.2825539967235878e-21,0.0,2.282553987257257e-21,False,False,0,0,0,True,refresh,Amzn,north,5.0,null,before_native_first_leg_advance,False,1,423.49115687168387,1422.908133261725,90.0,False,False,80.66498226127314
5.5,refresh-amzn-north-s0-l1,2.4431133425235773e-19,0.0039899068763737736,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4186.3425975633245,4211.221110215977,1422.9081332617247,1422.908133261725,90.0,True,False,True,4186.3425975633245,6241.983759902754,6241.983759902754,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-2.3912470419327275e-21,-2.3912470419327275e-21,0.0,2.391247038777284e-21,False,False,0,0,0,True,refresh,Amzn,north,5.0,null,before_native_first_leg_advance,False,1,443.6574024370022,1422.908133261725,90.0,False,False,80.66498226127314
5.75,refresh-amzn-north-s0-l1,2.5541639490019217e-19,0.004171266279845309,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4166.176351998006,4191.032273770954,1422.9081332617247,1422.908133261725,90.0,True,False,True,4166.176351998006,6228.476727123322,6228.476727123322,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-2.4999400839864235e-21,-2.4999400839864235e-21,0.0,5.684341886080807e-14,False,False,0,0,0,True,refresh,Amzn,north,5.0,null,before_native_first_leg_advance,False,1,463.8236480023205,1422.908133261725,90.0,False,False,80.66498226127314
6.0,refresh-amzn-north-s0-l1,2.665214555480266e-19,0.004352625683316845,106.68,80.66498226127314,80.66498226127314,90.0,90.0,90.0,90.0,25.0,25.0,25.0,0.0,0.0,0,F0P0,0.0,0.04163859035404016,4146.010106432688,4170.843437325931,1422.9081332617247,1422.908133261725,90.0,True,False,True,4146.010106432688,6215.005774455984,6215.005774455984,False,null,False,37,80.6648888888889,80.6648888888889,106.68,0.0,False,False,1,-2.6086331355064505e-21,-2.6086331355064505e-21,0.0,5.684341886080808e-14,False,False,0,0,0,True,refresh,Amzn,north,5.0,null,before_native_first_leg_advance,False,1,483.98989356763883,1422.908133261725,90.0,False,False,80.66498226127314
